
6;7;23401.6;1213.46;22188.2;50;23398.9;65;65;0;0
6;7;23589.8;1302.28;22287.5;50;23573.9;65;65;0;1
6;7;2679.37;167.891;2511.48;50;2676.57;9;9;0;2
6;7;21688.8;1033.84;20654.9;50;21685.8;56;56;0;3
6;6;6627.58;321.719;6305.86;50;6624.82;17;17;0;4
6;6;13065.9;611.999;12453.9;50;13059.9;33;33;0;5
6;7;3163.13;130.41;3032.72;50;3160.18;7;7;0;6
6;6;21108.6;1104.01;20004.6;50;21105.8;60;60;0;7
6;7;19024.3;996.479;18027.8;50;19009;50;50;0;8
6;6;3280.6;186.542;3094.06;50;3277.85;10;10;0;9
6;6.6;13763;706.863;13056.1;50;13757.3;0;6;2676.57;37.2;372;0
