
3;3;1.372;0;0;0;1.372;50;0;0;0;1;0;0;0;0;0
3;3;1.399;0;0;0;1.399;50;0;0;0;1;0;0;0;0;1
3;4;29.592;113.714;113.714;0;84.117;50;0;0;0;1;0;66;0;0;2
3;4;53.488;68.584;68.584;0;15.092;50;0;0;0;1;0;11;0;0;3
3;4;32.163;33.762;33.762;0;1.596;50;0;0;0;1;0;1;0;0;4
3;4;38.552;84.467;84.467;0;45.911;50;0;0;0;1;0;35;0;0;5
3;4;27.669;123.934;123.934;0;96.26;50;0;0;0;1;0;76;0;0;6
3;4;26.26;113.329;113.329;0;87.065;50;0;0;0;1;0;67;0;0;7
3;3;1.529;0;0;0;1.529;50;0;0;0;1;0;0;0;0;8
3;3;11.089;0;0;0;11.089;50;0;0;0;1;0;0;0;0;9
3;3.6;22.3113;53.779;53.779;0;34.543;50;0;3;34.543;0;0;0;42;10;0;256;0;0
