
8;9;7.946;200.742;45.948;154.794;192.774;1;1;0;378;148;0
8;9;7.74;163.937;45.492;118.445;156.189;1;1;0;378;148;1
8;10;5.354;109.591;74.333;35.258;104.227;1;1;0;689;317;2
8;9;4.973;18.691;14.815;3.876;13.708;1;1;0;100;46;3
8;9;3.158;71.742;26.576;45.166;68.571;1;1;0;250;107;4
8;9;3.274;41.57;27.548;14.022;38.289;1;1;0;251;129;5
8;9;1.721;38.846;23.242;15.604;37.117;1;1;0;210;91;6
8;9;2.006;8.852;7.251;1.601;6.84;1;1;0;47;18;7
8;9;3.673;8.396;7.012;1.384;4.719;1;1;0;33;12;8
8;9;1.804;13.873;10.359;3.514;12.063;1;1;0;92;37;9
8;9.1;4.1649;67.624;28.2576;39.3664;63.4497;1;378;8;63.4497;10;0;2428;1053
