Instância;Custo Médio Após BL;Custo Médio;Tempo Médio Total(ms);Tempo Médio Construtivo(ms);Tempo Médio BL(ms);Tempo Limite Médio(s);Tempo Médio(ms);Semente;Menor Custo Médio;Tempo Médio do Menor Custo Médio(ms);Media de Iteracoes
200-0.2-250;13.9;14.6;13700.7402;6118.7803;7581.9478;50.00;2775.8784;0;13.9;674.8135;332.20;33220;1673
