
12;13;16041.7;4627.12;11414.6;50;16040.7;264;264;0;0
12;13;15787.8;4581.15;11206.6;50;15786.8;264;264;0;1
12;13;14928.6;4640.16;10288.5;50;14927.7;264;264;0;2
13;14;50036.4;14830.9;35205.5;50;525.934;841;841;4;3
12;13;31661;9113.37;22547.6;50;31659.8;519;519;0;4
12;13;36318.6;11120.7;25197.9;50;36317.6;634;634;1;5
12;13;25453.5;7097.14;18356.4;50;25452.5;390;390;0;6
13;14;50002;15027.2;34974.8;50;216.401;853;853;2;7
13;14;50004.3;13886.3;36118;50;2314.99;786;786;2;8
12;13;46119.2;12450.6;33668.7;50;46118.3;709;709;0;9
12.3;13.3;33635.3;9737.46;23897.9;50;18936.1;0;12;14927.7;552.4;5524;9
