
5;6;2296.88;359.375;1937.5;156.25;0.15;10;0
5;6;2625;609.375;2015.62;125;0.15;10;1
5;6;2296.88;375;1921.88;78.125;0.05;7;2
5;6;2390.62;250;2140.62;93.75;0.3;7;3
5;6;2250;406.25;1843.75;125;0.25;11;4
5;6;2234.38;343.75;1890.62;78.125;0.15;6;5
5;6;2234.38;359.375;1875;78.125;0.2;6;6
5;6;2375;359.375;2015.62;156.25;0.3;12;7
5;6;2140.62;265.625;1875;93.75;0.3;7;8
5;6;2343.75;406.25;1937.5;109.375;0.2;10;9
5;6;2318.75;373.438;1945.31;109.375;0.15;8.6;0;5;2296.88
