
2;3;1.336;2.38;2.315;0.065;1.041;1;1;0;86;0;25;0
2;3;1.398;2.441;2.389;0.052;1.04;1;1;0;86;0;25;1
2;3;1.094;1.68;1.646;0.034;0.584;1;1;0;45;0;17;2
2;3;1.037;1.224;1.214;0.01;0.186;1;1;0;15;0;4;3
2;2;1.354;0;0;0;1.354;1;1;0;0;0;0;4
2;2;1.268;0;0;0;1.268;1;1;0;0;0;0;5
2;2;1.259;0;0;0;1.259;1;1;0;0;0;0;6
2;2;1.237;0;0;0;1.237;1;1;0;0;0;0;7
2;3;1.374;3.194;3.078;0.116;1.815;1;1;0;124;0;46;8
2;3;1.363;1.901;1.866;0.035;0.536;1;1;0;41;0;13;9
2;2.6;1.272;1.282;1.2508;0.0312;1.032;1;0;2;1.032;10;0;397;0;130
