
14;15;58.714;6976.41;6452.92;523.49;6917.67;100;2;0;522;152;0
14;15;61.431;7060.73;6542.74;517.994;6999.29;100;2;0;522;152;1
14;15;59.428;19971.7;18244.8;1726.9;19912.3;100;2;0;1478;399;2
14;15;59.399;7440.54;7053.46;387.076;7381.12;100;2;0;550;155;3
14;15;89.906;39435.4;36060.2;3375.21;39345.4;100;2;0;2967;854;4
14;15;86.978;13373.5;12480.7;892.793;13286.4;100;2;0;1003;263;5
14;14;100.934;0;0;0;100.934;100;2;0;0;0;6
14;15;130.36;24898.1;22814.2;2083.92;24767.7;100;2;0;1802;463;7
14;15;97.947;151.487;138.934;12.553;53.529;100;2;0;5;3;8
14;15;63.818;8038.2;7347.94;690.259;7974.35;100;2;0;617;211;9
14;14.9;80.8915;12734.6;11713.6;1021.02;12673.9;100;522;14;12673.9;20;0;9466;2652
