
12;13;95.503;1501.25;1453.96;47.291;1405.71;100;3;0;149;0;148;0
12;13;96.467;1490.31;1443.36;46.953;1393.82;100;3;0;149;0;148;1
12;13;48.851;7370.68;7137.25;233.433;7321.71;100;2;0;781;0;779;2
12;13;51.074;3463.2;3352.13;111.071;3412.05;100;2;0;366;0;366;3
12;13;81.273;12124.5;11731.3;393.222;12043.1;100;2;0;1251;0;1250;4
12;13;82.541;4718.33;4571.28;147.047;4635.73;100;2;0;495;0;492;5
12;14;55.225;14081.7;13652.4;429.294;14026.1;100;2;0;1440;0;1436;6
12;14;86.661;8581.41;8309.29;272.128;8494.62;100;2;0;892;0;889;7
12;13;50.028;13174.7;12765.1;409.52;13124.4;100;2;0;1342;0;1334;8
12;14;53.996;1567.49;1517.96;49.523;1513.45;100;2;0;156;0;156;9
12;13.3;70.1619;6807.36;6593.4;213.948;6737.07;100;0;12;6737.07;22;0;7021;0;6998
