
3;3;0.163;0;0;0;0.163;1;0;0;0;1;0;0;0;0;0;0;0;0
3;3;0.14;0;0;0;0.14;1;0;0;0;1;0;0;0;0;0;0;0;1
3;3;0.138;0;0;0;0.138;1;0;0;0;1;0;0;0;0;0;0;0;2
3;3;0.149;0;0;0;0.149;1;0;0;0;1;0;0;0;0;0;0;0;3
3;3;0.141;0;0;0;0.141;1;0;0;0;1;0;0;0;0;0;0;0;4
3;3;0.177;0;0;0;0.177;1;0;0;0;1;0;0;0;0;0;0;0;5
3;3;0.215;0;0;0;0.215;1;0;0;0;1;0;0;0;0;0;0;0;6
3;3;0.137;0;0;0;0.137;1;0;0;0;1;0;0;0;0;0;0;0;7
3;3;0.155;0;0;0;0.155;1;0;0;0;1;0;0;0;0;0;0;0;8
3;3;0.147;0;0;0;0.147;1;0;0;0;1;0;0;0;0;0;0;0;9
3;3;0.1562;0;0;0;0.1562;1;0;3;0.1562;0;0;0;0;10;0;0;0;0;0;0;0
