
14;14;50029.2;14123.7;35905.5;50;753.923;948;948;56;0
14;14;50028.9;14361.4;35667.6;50;766.706;950;950;56;1
14;15;50049.9;13339.2;36710.7;50;2944.86;935;935;57;2
14;14;50045.7;14369.1;35676.7;50;26.384;984;984;74;3
14;14;50020.5;14490.4;35530.1;50;27.349;961;961;56;4
14;14;50141.9;14798.3;35343.6;50;2495.92;977;977;66;5
14;15;50020.1;14005.2;36014.9;50;930.537;951;951;67;6
14;14;50028.4;14682.1;35346.3;50;76.33;995;995;75;7
14;14;50008.4;14710.3;35298.1;50;10372;1013;1013;60;8
14;14;50089.5;15040.4;35049.1;50;1062.78;1024;1024;58;9
14;14.2;50046.2;14392;35654.3;50;1945.68;0;14;26.384;973.8;9738;625
