
11;13;1542.38;293.375;1249;50;1541.36;22;22;0;0
11;13;1513.25;295.642;1217.61;50;1512.24;22;22;0;1
11;12;26597.3;6185.6;20411.7;50;26596.3;479;479;15;2
11;12;15321.9;3597.93;11723.9;50;15320.8;261;261;6;3
11;12;20122.8;4626.71;15496.1;50;20121.8;347;347;7;4
11;12;3723.34;1006.39;2716.95;50;3717.99;70;70;1;5
11;12;33657.7;7993.18;25664.6;50;33656.7;578;578;17;6
12;12;50024.9;11422;38602.8;50;49.108;888;888;53;7
11;13;13226.1;3327.24;9898.83;50;13225.1;253;253;2;8
11;12;9961.82;2234.22;7727.6;50;9960.84;172;172;2;9
11.1;12.3;17569.1;4098.23;13470.9;50;12570.2;0;11;1512.24;309.2;3092;103
