
5;6;35.068;66.137;66.137;0;31.065;50;0;0;0;1;0;9;0;0;0
5;6;34.496;64.986;64.986;0;30.486;50;0;0;0;1;0;9;0;0;1
5;6;20.734;131.223;131.223;0;110.47;50;0;0;0;1;0;34;0;0;2
5;5;23.677;0;0;0;23.677;50;0;0;0;1;0;0;0;0;3
5;5;18.301;0;0;0;18.301;50;0;0;0;1;0;0;0;0;4
5;6;41.161;172.487;172.487;0;131.321;50;0;0;0;1;0;40;0;0;5
5;6;18.004;229.557;229.557;0;211.544;50;0;0;0;1;0;62;0;0;6
5;6;33.798;146.039;146.039;0;112.236;50;0;0;0;1;0;33;0;0;7
5;6;49.236;481.698;481.698;0;432.455;50;0;0;0;1;0;127;1;0;8
5;6;34.709;558.277;558.277;0;523.559;50;0;0;0;1;0;161;3;0;9
5;5.8;30.9184;185.04;185.04;0;162.511;50;9;5;162.511;0;0;0;59;10;0;475;4;0
