
6;7;330.809;701.343;701.343;0;370.527;100;0;0;0;1;0;22;0;0;13.0519;8;15;0
6;7;336.884;708.419;708.419;0;371.527;100;0;0;0;1;0;22;0;0;13.0519;8;15;1
6;7;1063.58;1105.27;1105.27;0;41.684;100;0;0;0;1;0;2;0;0;14;14;14;2
6;7;307.5;607.337;607.337;0;299.83;100;0;0;0;1;0;17;0;0;13.1176;8;16;3
6;7;269.246;359.964;359.964;0;90.71;100;0;0;0;1;0;5;0;0;11;9;12;4
6;7;300.171;361.63;361.63;0;61.452;100;0;0;0;1;0;3;0;0;14.6667;14;16;5
6;7;397.575;954.971;954.971;0;557.388;100;0;0;0;1;0;33;0;0;12.6818;2;16;6
6;7;296.435;481.491;481.491;0;185.048;100;0;0;0;1;0;10;0;0;12.6667;10;16;7
6;7;212.466;334.19;334.19;0;121.717;100;0;0;0;1;0;7;0;0;12.0952;7;15;8
6;7;313.555;594.75;594.75;0;281.187;100;0;0;0;1;0;17;0;0;13.3235;7;16;9
6;7;382.822;620.937;620.937;0;238.107;100;22;6;238.107;0;0;0;13;10;0;138;0;0;12.9655;2;16
