
9;9;2.142;0;0;0;2.142;1;1;0;0;0;0;0
9;9;2.255;0;0;0;2.255;1;1;0;0;0;0;1
9;10;2.676;103.168;97.719;5.449;100.477;1;1;0;248;0;8;2
9;10;2.161;33.896;32.081;1.815;31.728;1;1;0;75;0;1;3
9;10;2.616;41.567;39.541;2.026;38.943;1;1;0;84;0;0;4
9;10;2.776;73.682;69.877;3.805;70.893;1;1;0;187;0;8;5
9;10;2.424;32.202;30.606;1.596;29.77;1;1;0;76;0;1;6
9;9;2.078;0;0;0;2.078;1;1;0;0;0;0;7
9;10;2.269;56.991;54.162;2.829;54.712;1;1;0;135;0;2;8
9;10;2.275;187.909;178.649;9.26;185.609;1;1;0;486;0;39;9
9;9.7;2.3672;52.9415;50.2635;2.678;51.8607;1;0;9;51.8607;10;0;1291;0;59
