
4;5;35.494;9.282;26.212;5;35.403;16;16;0;0
4;5;36.27;9.374;26.896;5;36.179;16;16;0;1
4;5;353.496;75.565;277.931;5;353.404;113;113;13;2
4;5;185.771;39.766;146.005;5;185.68;58;58;4;3
4;5;250.739;38.916;211.823;5;250.648;55;55;7;4
4;5;215.626;41.759;173.867;5;215.483;59;59;4;5
4;5;35.338;9.418;25.92;5;35.247;16;16;0;6
4;5;71.457;13.52;57.937;5;71.306;20;20;0;7
4;5;33.588;6.121;27.467;5;33.497;10;10;0;8
4;5;68.07;11.896;56.174;5;67.979;17;17;1;9
4;5;128.585;25.5617;103.023;5;128.483;0;4;33.497;38;380;29
