
7;7;175.047;0;0;0;175.047;100;1;0;0;0;0;0
7;7;171.703;0;0;0;171.703;100;1;0;0;0;0;1
7;8;388.208;399.651;399.332;0.319;11.441;100;1;0;2;0;2;2
7;8;407.533;451.734;449.869;1.865;44.184;100;1;0;11;0;10;3
7;8;543.597;607.13;604.202;2.928;63.528;100;1;0;19;0;17;4
7;7;105.498;0;0;0;105.498;100;1;0;0;0;0;5
7;7;107.632;0;0;0;107.632;100;1;0;0;0;0;6
7;7;132.897;0;0;0;132.897;100;1;0;0;0;0;7
7;7;210.72;0;0;0;210.72;100;1;0;0;0;0;8
7;7;53.862;0;0;0;53.862;100;1;0;0;0;0;9
7;7.3;229.67;145.852;145.34;0.5112;107.651;100;0;7;107.651;10;0;32;0;29
