
10;11;21.891;8.826;13.065;25;21.641;4;4;0;0
10;11;21.924;8.935;12.989;25;21.704;4;4;0;1
10;11;157.216;58.623;98.593;25;156.996;29;29;1;2
10;11;94.288;35.471;58.817;25;94.046;17;17;2;3
10;11;148.766;54.719;94.047;25;148.535;27;27;1;4
10;11;405.864;144.388;261.476;25;405.642;72;72;11;5
10;11;128.143;49.147;78.996;25;127.922;24;24;0;6
10;11;128.33;48.904;79.426;25;128.11;24;24;2;7
10;11;69.337;19.278;50.059;25;69.11;9;9;0;8
10;11;6.252;2.922;3.33;25;6.031;1;1;0;9
10;11;118.201;43.1213;75.0798;25;117.974;0;10;6.031;21.1;211;17
