
10;11;93.799;17.337;76.462;25;93.574;7;7;0;0
10;11;76.138;17.058;59.08;25;75.916;7;7;0;1
10;11;11.54;4.843;6.697;25;11.31;2;2;0;2
10;11;871.512;302.512;569;25;871.289;118;118;0;3
10;11;1017.89;390.746;627.143;25;1017.67;155;155;1;4
10;11;316.068;117.45;198.618;25;315.804;47;47;0;5
10;11;134.877;50.191;84.686;25;134.649;24;24;0;6
10;11;119.739;48.356;71.383;25;119.503;21;21;0;7
10;11;540.781;191.417;349.364;25;540.55;73;73;2;8
10;11;182.379;69.548;112.831;25;182.158;27;27;0;9
10;11;336.472;120.946;215.526;25;336.242;0;10;11.31;48.1;481;3
