
4;5;1124.26;1816.49;1810.13;6.357;692.176;100;1;0;243;0;228;0
4;5;1170.71;1865.04;1858.44;6.597;694.244;100;1;0;243;0;228;1
4;4;9.588;0;0;0;9.588;100;1;0;0;0;0;2
4;4;9.399;0;0;0;9.399;100;1;0;0;0;0;3
4;4;9.641;0;0;0;9.641;100;1;0;0;0;0;4
4;4;9.74;0;0;0;9.74;100;1;0;0;0;0;5
4;4;9.48;0;0;0;9.48;100;1;0;0;0;0;6
4;5;1067.92;1454.85;1451.1;3.754;386.91;100;1;0;144;0;131;7
4;4;9.554;0;0;0;9.554;100;1;0;0;0;0;8
4;5;1389.4;1426.65;1426.18;0.471;37.243;100;1;0;17;0;16;9
4;4.4;480.969;656.303;654.585;1.7179;186.798;100;0;4;186.798;10;0;647;0;603
