
4;5;846.718;62963.6;17985.5;44978;62116.8;100;1;0;3859;2134;0
4;5;877.337;63178;18181.4;44996.6;62300.6;100;1;0;3859;2134;1
4;5;600.361;7745.57;2817.24;4928.34;7145.2;100;1;0;500;271;2
4;5;303.726;14332.1;3625.25;10706.9;14028.4;100;1;0;717;320;3
4;5;342.888;15921.3;5008.96;10912.3;15578.4;100;1;0;1050;529;4
4;5;304.512;9142.77;2875.86;6266.91;8838.24;100;1;0;591;322;5
4;5;406.793;23341.5;7380.1;15961.4;22934.6;100;1;0;1532;742;6
4;5;590.374;6969.23;2409.68;4559.55;6378.82;100;1;0;400;190;7
4;5;733.202;6458.55;2459.81;3998.75;5725.33;100;1;0;400;227;8
4;5;598.133;36958;10807.9;26150.1;36359.9;100;1;0;2273;1133;9
4;5;560.404;24701.1;7355.17;17345.9;24140.6;100;3859;4;24140.6;10;0;15181;8002
