
4;5;2.657;18.784;15.586;3.198;16.116;1;1;0;233;0;157;0
4;5;2.68;18.954;15.728;3.226;16.264;1;1;0;233;0;157;1
4;5;2.45;3.512;3.321;0.191;1.061;1;1;0;14;0;11;2
4;5;2.457;2.929;2.859;0.07;0.471;1;1;0;5;0;5;3
4;4;2.522;0;0;0;2.522;1;1;0;0;0;0;4
4;5;2.383;10.749;9.201;1.548;8.36;1;1;0;113;0;88;5
4;5;2.425;5.162;4.619;0.543;2.734;1;1;0;40;0;33;6
4;5;2.498;2.621;2.595;0.026;0.122;1;1;0;2;0;2;7
4;5;2.89;3.056;3.042;0.014;0.165;1;1;0;1;0;1;8
4;5;2.658;5.852;5.185;0.667;3.19;1;1;0;46;0;33;9
4;4.9;2.562;7.1619;6.2136;0.9483;5.1005;1;0;4;5.1005;10;0;687;0;487
