
4;5;2.287;73.528;58.831;14.697;71.206;1;113;8;0
4;5;2.268;74.084;59.206;14.878;71.759;1;113;8;1
4;5;2.53;70.23;49.812;20.418;67.651;1;87;5;2
4;5;2.826;19.093;15.42;3.673;16.237;1;25;0;3
4;5;36.739;207.259;173.502;33.757;170.485;1;225;16;4
4;5;41.071;182.531;154.853;27.678;141.415;1;188;9;5
4;5;2.811;38.794;30.68;8.114;35.931;1;56;3;6
4;5;2.834;61.733;49.662;12.071;58.869;1;93;2;7
4;5;2.995;51.462;41.582;9.88;48.436;1;77;2;8
4;5;2.398;101.188;80.68;20.508;98.747;1;157;14;9
4;5;9.8759;87.9902;71.4228;16.5674;78.0736;1;0;4;16.237;1134;67
