
3;4;1139.9;62.2491;1077.65;25;1139.45;34;34;2;0
3;4;1163.32;61.3752;1101.94;25;1162.87;34;34;2;1
3;4;2952.68;129.145;2823.53;25;2952.22;73;73;3;2
3;4;366.548;18.876;347.672;25;366.085;10;10;0;3
3;4;427.7;20.079;407.621;25;427.243;11;11;0;4
3;3;1446.31;64.442;1381.86;25;1445.86;36;36;1;5
3;4;3824.74;190.897;3633.85;25;3824.3;109;109;3;6
3;4;1763.2;107.061;1656.14;25;1760.67;55;55;1;7
3;4;426.661;21.693;404.968;25;426.109;12;12;0;8
3;4;267.148;11.065;256.083;25;266.669;6;6;0;9
3;3.9;1377.82;68.6882;1309.13;25;1377.15;0;3;266.669;38;380;12
