
2;2;106.328;26821.5;26374.6;446.969;106.328;1000;10;0;6000;5111;0
2;2;105.834;28026.4;27568.2;458.242;105.834;1000;10;0;6000;5111;1
2;2;109.474;25849.3;25411.9;437.386;109.474;1000;10;0;6000;5103;2
2;2;106.751;24480.1;24055.9;424.135;106.751;1000;11;0;6000;5108;3
2;2;104.916;26142.4;25701.5;440.913;104.916;1000;10;0;6000;5105;4
2;2;115.606;27183.4;26730;453.462;115.606;1000;10;0;6000;5114;5
2;2;121.786;27221.8;26769.5;452.285;121.786;1000;10;0;6000;5106;6
2;2;111.573;27025.1;26577.5;447.615;111.573;1000;10;1;6000;5110;7
2;2;111.634;27170.5;26720.4;450.136;111.634;1000;10;0;6000;5096;8
2;2;110.206;27311.7;26860.1;451.552;110.206;1000;10;0;6000;5100;9
2;2;110.411;26723.2;26277;446.269;110.411;1000;6000;2;110.411;101;1;60000;51064
