
2;2;182.819;26856.7;26445.8;410.865;182.819;1000;7;0;6000;3362;0
2;2;168.236;27093.4;26678.1;415.25;168.236;1000;7;0;6000;3362;1
2;2;165.137;26938.4;26525.9;412.47;165.137;1000;7;0;6000;3359;2
2;2;165.969;26968.6;26555.7;412.902;165.969;1000;7;0;6000;3432;3
2;2;167.019;26762.1;26351;411.073;167.019;1000;7;0;6000;3428;4
2;2;168.124;26949.5;26536;413.438;168.124;1000;7;0;6000;3360;5
2;2;167.796;26923.4;26509.6;413.84;167.796;1000;7;0;6000;3405;6
2;2;168.185;27107.2;26692.3;414.834;168.185;1000;7;1;6000;3378;7
2;2;169.227;27399.3;26978.7;420.645;169.227;1000;7;0;6000;3401;8
2;2;167.605;27380.1;26962.2;417.889;167.605;1000;7;0;6000;3349;9
2;2;169.012;27037.9;26623.5;414.321;169.012;1000;6000;2;169.012;70;1;60000;33836
