
2;2;145.748;26976.1;26556.8;419.314;145.748;1000;8;0;6000;3614;0
2;2;136.652;26862.5;26442.4;420.099;136.652;1000;8;0;6000;3614;1
2;2;136.192;27206.2;26782.2;424.045;136.192;1000;8;0;6000;3624;2
2;2;134.686;26939.1;26519.2;419.918;134.686;1000;8;0;6000;3614;3
2;2;135.222;27249.6;26826.3;423.338;135.222;1000;8;0;6000;3629;4
2;2;136.309;27289.9;26866.3;423.589;136.309;1000;8;0;6000;3656;5
2;2;136.841;27189.1;26768.5;420.523;136.841;1000;8;0;6000;3606;6
2;2;137.525;27354.9;26931;423.912;137.525;1000;8;0;6000;3597;7
2;2;152.422;27219.1;26798.7;420.337;152.422;1000;8;0;6000;3595;8
2;2;134.963;27137.1;26716.9;420.162;134.963;1000;8;0;6000;3607;9
2;2;138.656;27142.4;26720.8;421.524;138.656;1000;6000;2;138.656;80;0;60000;36156
