
3;4;1.086;2.355;1.684;0.671;1.264;1;1;0;41;27;0
3;4;1.093;2.463;1.714;0.749;1.363;1;1;0;41;27;1
3;4;1.069;2.723;1.748;0.975;1.649;1;1;0;50;36;2
3;4;1.744;2.404;1.91;0.494;0.655;1;1;0;10;6;3
3;4;1.047;1.963;1.323;0.64;0.909;1;1;0;20;8;4
3;4;2.897;3.862;3.296;0.566;0.96;1;1;0;30;16;5
3;4;2.324;3.532;2.902;0.63;1.203;1;1;0;44;28;6
3;4;1.087;2.328;1.649;0.679;1.234;1;1;0;40;17;7
3;3;1.278;0;0;0;1.278;1;1;0;0;0;8
3;4;1.197;1.907;1.322;0.585;0.703;1;1;0;8;3;9
3;3.9;1.4822;2.3537;1.7548;0.5989;1.1218;1;41;3;1.1218;10;0;284;168
