
4;4;0.344;0;0;0;0.344;1;0;0;0;1;0;0;0;0;0
4;4;0.195;0;0;0;0.195;1;0;0;0;1;0;0;0;0;1
4;4;0.191;0;0;0;0.191;1;0;0;0;1;0;0;0;0;2
4;4;0.203;0;0;0;0.203;1;0;0;0;1;0;0;0;0;3
4;4;3.482;0;0;0;3.482;1;0;0;0;1;0;0;0;0;4
4;5;3.325;3.773;3.773;0;0.446;1;0;0;0;1;0;2;0;0;5
4;4;0.219;0;0;0;0.219;1;0;0;0;1;0;0;0;0;6
4;4;0.203;0;0;0;0.203;1;0;0;0;1;0;0;0;0;7
4;4;0.2;0;0;0;0.2;1;0;0;0;1;0;0;0;0;8
4;5;3.464;3.684;3.684;0;0.219;1;0;0;0;1;0;1;0;0;9
4;4.2;1.1826;0.7457;0.7457;0;0.5702;1;0;4;0.5702;0;0;0;1;10;0;3;0;0
