
15;16;50016;24619;25397;50;952.153;1360;1360;59;0
15;16;50042.8;24602.7;25440.1;50;928.042;1354;1354;59;1
15;16;50025.4;25118.5;24906.9;50;219.426;1343;1343;44;2
15;15;50037.6;25341.1;24696.4;50;554.968;1363;1363;43;3
15;15;50002.7;25222.8;24779.9;50;277.861;1325;1325;55;4
15;16;50019.9;25625.4;24394.5;50;1973.68;1342;1342;55;5
15;16;50005.9;24806.4;25199.5;50;689.827;1327;1327;39;6
15;16;50027.8;25328.8;24699;50;469.559;1297;1297;64;7
15;16;50018.9;25515.7;24503.2;50;329.4;1307;1307;40;8
15;15;50008.2;24840;25168.1;50;186.966;1362;1362;60;9
15;15.7;50020.5;25102;24918.5;50;658.188;0;15;186.966;1338;13380;518
