
3;4;1.299;17.178;17.178;0;15.875;1;1;0;76;0;24;0
3;4;1.329;17.131;17.131;0;15.798;1;1;0;76;0;24;1
3;4;1.224;4.816;4.816;0;3.59;1;1;0;16;0;4;2
3;4;1.041;16.647;16.647;0;15.602;1;1;0;70;0;16;3
3;4;1.325;3.685;3.685;0;2.358;1;1;0;8;0;1;4
3;4;1.011;3.626;3.626;0;2.613;1;1;0;13;0;2;5
3;4;1.246;3.008;3.008;0;1.761;1;1;0;8;0;2;6
3;4;1.288;13.066;13.066;0;11.775;1;1;0;57;0;16;7
3;4;1.227;7.21;7.21;0;5.98;1;1;0;30;0;8;8
3;4;1.293;4.935;4.935;0;3.64;1;1;0;18;0;5;9
3;4;1.2283;9.1302;9.1302;0;7.8992;1;0;3;7.8992;10;0;372;0;102
