
2;3;1.955;2.025;2.025;0;0.068;1;0;0;0;1;0;2;0;0;0
2;3;1.795;1.866;1.866;0;0.07;1;0;0;0;1;0;2;0;0;1
2;3;1.459;1.495;1.495;0;0.035;1;0;0;0;1;0;1;0;0;2
2;3;1.341;2.175;2.175;0;0.833;1;0;0;0;1;0;42;9;0;3
2;2;1.427;0;0;0;1.427;1;0;0;0;1;0;0;0;0;4
2;2;1.357;0;0;0;1.357;1;0;0;0;1;0;0;0;0;5
2;2;1.292;0;0;0;1.292;1;0;0;0;1;0;0;0;0;6
2;2;1.238;0;0;0;1.238;1;0;0;0;1;0;0;0;0;7
2;3;1.417;1.518;1.518;0;0.1;1;0;0;0;1;0;4;0;0;8
2;3;1.402;1.668;1.668;0;0.265;1;0;0;0;1;0;17;3;0;9
2;2.6;1.4683;1.0747;1.0747;0;0.6685;1;2;2;0.6685;0;0;0;11;10;0;68;12;0
