
2;2;176.766;10925.4;10574.6;350.855;176.766;1000;7;0;6000;0;2588;0
2;2;164.424;11596.2;11248;348.241;164.424;1000;7;0;6000;0;2588;1
2;2;165.812;11949.6;11594.8;354.767;165.812;1000;7;0;6000;0;2581;2
2;2;162.521;12077.9;11718.4;359.459;162.521;1000;7;0;6000;0;2653;3
2;2;188.604;11707;11353.6;353.388;188.604;1000;6;0;6000;0;2638;4
2;2;162.398;11889.5;11537.8;351.754;162.398;1000;7;0;6000;0;2605;5
2;2;170.476;11397.3;11052;345.256;170.476;1000;7;0;6000;0;2614;6
2;2;189.232;12045.9;11691.5;354.475;189.232;1000;6;0;6000;0;2608;7
2;2;180.495;10894.9;10555.7;339.242;180.495;1000;7;0;6000;0;2671;8
2;2;170.07;12578;12215.9;362.057;170.07;1000;6;0;6000;0;2517;9
2;2;173.08;11706.2;11354.2;351.949;173.08;1000;0;2;173.08;67;0;60000;0;26063
