
4;5;39386.1;766.828;38619.2;50;39380.3;34;34;0;0
4;5;38854.2;773.23;38080.9;50;38848.7;34;34;0;1
4;5;1934.59;75.8309;1858.76;50;1928.67;3;3;0;2
4;5;22153.6;483.514;21670.1;50;22147.7;21;21;0;3
4;5;22648;504.48;22143.5;50;22642.5;22;22;0;4
4;5;28300.4;603.719;27696.7;50;28294.8;26;26;0;5
4;5;17474.9;409.131;17065.8;50;17469.2;18;18;0;6
4;5;8601.64;210.141;8391.5;50;8596.06;9;9;0;7
4;4;20575.2;415.16;20160;50;20569.7;18;18;0;8
4;5;17430.5;398.855;17031.7;50;17425.1;17;17;0;9
4;4.9;21735.9;464.089;21271.8;50;21730.3;0;4;1928.67;20.2;202;0
