
4;4;11996.1;283.328;11712.8;50;11990.7;13;13;0;0
4;4;12470.2;283.292;12186.9;50;12464.8;13;13;0;1
4;4;35309.1;701.375;34607.7;50;35302.9;32;32;0;2
4;4;11927;201.691;11725.3;50;11921.5;9;9;0;3
4;4;7868.28;155.67;7712.61;50;7862.66;7;7;0;4
4;5;29323.8;558.791;28765;50;29318.2;25;25;0;5
4;4;18629.2;395.516;18233.7;50;18623.5;18;18;0;6
5;5;51423.3;986.027;50437.3;50;643.307;45;45;0;7
4;5;24459.6;458.598;24001;50;24453.9;21;21;0;8
4;4;6535.15;153.89;6381.26;50;6529.59;7;7;0;9
4.1;4.3;20994.2;417.818;20576.4;50;15911.1;0;4;6529.59;19;190;0
