
3;3;184.982;13753.9;13420.6;333.203;184.982;1000;3;0;6000;0;3192;0
3;3;204.17;14230.8;13892;338.799;204.17;1000;3;0;6000;0;3192;1
3;3;863.514;14867.7;14533.2;334.527;863.514;1000;2;0;6000;0;3179;2
3;3;167.105;13925.4;13590.7;334.672;167.105;1000;4;0;6000;0;3149;3
3;3;718.189;14898.4;14561.9;336.493;718.189;1000;2;0;6000;0;3174;4
3;3;186.95;14033.1;13700.6;332.524;186.95;1000;3;0;6000;0;3167;5
3;3;680.248;14748.5;14411.8;336.687;680.248;1000;3;0;6000;0;3131;6
3;3;1064.23;14735.4;14402.5;332.951;1064.23;1000;1;0;6000;0;3185;7
3;3;109.63;14520.7;14183.5;337.175;109.63;1000;3;0;6000;0;3198;8
3;3;203.357;14285.2;13947.5;337.648;203.357;1000;2;0;6000;0;3133;9
3;3;438.237;14399.9;14064.4;335.468;438.237;1000;0;3;438.237;26;0;60000;0;31700
