
5;6;4807.8;151.279;4656.52;25;4807.37;39;39;0;0
5;6;5382.65;150.976;5231.67;25;5382.21;39;39;0;1
5;6;3793.28;115.072;3678.21;25;3792.85;30;30;1;2
5;6;5852.65;203.233;5649.42;25;5852.27;55;55;0;3
5;6;5725.22;176.368;5548.86;25;5724.84;45;45;0;4
5;6;4588.01;156.454;4431.55;25;4587.62;41;41;0;5
5;6;2990.96;109.738;2881.23;25;2990.57;27;27;0;6
5;6;1928.7;55.3558;1873.34;25;1928.28;14;14;0;7
5;6;4802.87;151.017;4651.85;25;4802.48;38;38;0;8
5;6;1839.73;82.5549;1757.17;25;1839.33;21;21;0;9
5;6;4171.19;135.205;4035.98;25;4170.78;0;5;1839.33;34.9;349;1
