
3;3;1599.13;37.078;1562.05;25;1598.43;11;11;0;0
3;3;1630.25;39.293;1590.95;25;1629.5;11;11;0;1
3;4;5411.53;145.484;5266.04;25;5410.86;44;44;0;2
3;4;12594.5;321.674;12272.9;25;12593.8;96;96;2;3
3;4;7296.66;189.432;7107.23;25;7292.93;51;51;0;4
3;4;4086.69;87.9307;3998.76;25;4085.95;26;26;0;5
3;3;2675.72;68.3833;2607.34;25;2674.94;20;20;0;6
3;4;3522.7;106.004;3416.7;25;3519;26;26;0;7
3;3;5005.42;123.037;4882.38;25;5004.56;37;37;1;8
3;4;1034.92;34.828;1000.09;25;1034.06;10;10;0;9
3;3.6;4485.75;115.314;4370.44;25;4484.4;0;3;1034.06;33.2;332;3
