
5;6;47.974;2998.38;1663.53;1334.85;2950.38;50;873;82;0
5;6;42.134;3037.72;1656.56;1381.16;2995.55;50;873;82;1
5;6;22.417;576.976;278.919;298.057;554.546;50;136;14;2
5;6;77.056;4629.74;2204.53;2425.21;4552.66;50;1159;108;3
5;6;129.909;2345.93;1392.46;953.47;2216;50;694;80;4
5;6;214.724;6164.23;3306.32;2857.92;5949.48;50;1650;168;5
5;6;93.758;847.13;416.729;430.401;753.357;50;177;17;6
5;6;73.418;1083.4;552.946;530.457;1009.97;50;250;18;7
5;6;59.072;2325.2;1319.64;1005.56;2266.1;50;662;69;8
5;6;54.95;119.269;113.266;6.003;64.307;50;30;6;9
5;6;81.5412;2412.8;1290.49;1122.31;2331.23;50;0;5;64.307;6504;644
