
10;10;2.125;43.097;43.097;0;2.125;1;1;0;1000;0;838;0
10;10;2.067;43.858;43.858;0;2.067;1;1;0;1000;0;838;1
9;9;0.539;0;0;0;0.539;1;1;0;0;0;0;2
9;9;0.547;0;0;0;0.547;1;1;0;0;0;0;3
9;9;0.52;0;0;0;0.52;1;1;0;0;0;0;4
9;9;0.511;0;0;0;0.511;1;1;0;0;0;0;5
9;10;2.076;10.142;10.142;0;8.047;1;1;0;51;0;19;6
9;10;2.512;33.367;33.367;0;30.829;1;1;0;427;0;307;7
9;9;0.557;0;0;0;0.557;1;1;0;0;0;0;8
9;10;2.276;27.746;27.746;0;25.446;1;1;0;228;0;125;9
9.2;9.5;1.373;15.821;15.821;0;7.1188;1;0;9;7.1188;10;0;2706;0;2127
