
7;8;1.879;2.457;2.457;0;0.577;1;0;0;0;1;0;3;0;0;9.33333;4;14;0
7;8;2.031;2.632;2.632;0;0.6;1;0;0;0;1;0;3;0;0;9.33333;4;14;1
7;7;0.26;0;0;0;0.26;1;0;0;0;1;0;0;0;0;0;0;0;2
7;7;1.574;0;0;0;1.574;1;0;0;0;1;0;0;0;0;0;0;0;3
7;7;1.556;0;0;0;1.556;1;0;0;0;1;0;0;0;0;0;0;0;4
7;7;1.517;0;0;0;1.517;1;0;0;0;1;0;0;0;0;0;0;0;5
7;7;0.263;0;0;0;0.263;1;0;0;0;1;0;0;0;0;0;0;0;6
7;7;0.254;0;0;0;0.254;1;0;0;0;1;0;0;0;0;0;0;0;7
7;7;1.545;0;0;0;1.545;1;0;0;0;1;0;0;0;0;0;0;0;8
7;7;0.445;0;0;0;0.445;1;0;0;0;1;0;0;0;0;0;0;0;9
7;7.2;1.1324;0.5089;0.5089;0;0.8591;1;3;7;0.8591;0;0;0;3;10;0;6;0;0;9.33333;4;14
