
8;8;1.693;0;0;0;1.693;1;0;0;0;1;0;0;0;0;0
8;8;1.674;0;0;0;1.674;1;0;0;0;1;0;0;0;0;1
8;9;1.792;2.144;2.144;0;0.351;1;0;0;0;1;0;1;0;0;2
8;9;1.818;8.177;8.177;0;6.357;1;0;0;0;1;0;21;0;0;3
8;9;1.839;2.736;2.736;0;0.896;1;0;0;0;1;0;3;0;0;4
8;9;3.105;5.616;5.616;0;2.509;1;0;0;0;1;0;8;0;0;5
8;9;1.844;7.064;7.064;0;5.217;1;0;0;0;1;0;16;0;0;6
8;10;1.746;2.473;2.473;0;0.726;1;0;0;0;1;0;2;0;0;7
8;9;2.003;4.066;4.066;0;2.061;1;0;0;0;1;0;5;0;0;8
8;9;1.953;9.54;9.54;0;7.585;1;0;0;0;1;0;21;1;0;9
8;8.9;1.9467;4.1816;4.1816;0;2.9069;1;0;8;2.9069;0;0;0;9;10;0;77;1;0
