
3;3;0.253;0;0;0;0.253;1;0;0;0;1;0;0;0;0;0;0;0;0
3;3;0.227;0;0;0;0.227;1;0;0;0;1;0;0;0;0;0;0;0;1
3;3;0.235;0;0;0;0.235;1;0;0;0;1;0;0;0;0;0;0;0;2
3;3;0.229;0;0;0;0.229;1;0;0;0;1;0;0;0;0;0;0;0;3
3;3;0.236;0;0;0;0.236;1;0;0;0;1;0;0;0;0;0;0;0;4
3;3;0.249;0;0;0;0.249;1;0;0;0;1;0;0;0;0;0;0;0;5
3;3;0.228;0;0;0;0.228;1;0;0;0;1;0;0;0;0;0;0;0;6
3;3;0.23;0;0;0;0.23;1;0;0;0;1;0;0;0;0;0;0;0;7
3;3;0.233;0;0;0;0.233;1;0;0;0;1;0;0;0;0;0;0;0;8
3;3;0.228;0;0;0;0.228;1;0;0;0;1;0;0;0;0;0;0;0;9
3;3;0.2348;0;0;0;0.2348;1;0;3;0.2348;0;0;0;0;10;0;0;0;0;0;0;0
