
8;8;17.429;4633.43;4633.43;0;17.429;100;0;0;0;1;0;1000;0;0;14.31;2;23;0
8;8;17.459;4553.19;4553.19;0;17.459;100;0;0;0;1;0;1000;0;0;14.31;2;23;1
7;8;17.131;969.734;969.734;0;952.597;100;0;0;0;1;0;212;0;0;14.4882;2;22;2
7;8;16.928;625.275;625.275;0;608.343;100;0;0;0;1;0;136;0;0;14.66;3;22;3
7;8;17.302;2535.14;2535.14;0;2517.82;100;0;0;0;1;0;558;0;0;14.0649;2;22;4
8;9;65.198;4697.05;4697.05;0;11.861;100;0;0;0;1;0;1000;0;0;14.2584;2;23;5
7;8;17.375;2624.73;2624.73;0;2607.33;100;0;0;0;1;0;570;0;0;14.1596;2;23;6
7;8;18.565;3634.15;3634.15;0;3615.56;100;0;0;0;1;0;788;0;0;14.4295;2;23;7
8;8;17.678;4628.58;4628.58;0;17.678;100;0;0;0;1;0;1000;0;0;14.1115;2;22;8
8;8;21.569;4695.17;4695.17;0;21.569;100;0;0;0;1;0;1000;0;0;14.5188;2;23;9
7.5;8.1;22.6634;3359.65;3359.65;0;1038.76;100;1000;7;1476.65;0;0;0;726;10;0;7264;0;0;14.3311;2;23
