
7;8;47.555;111.307;111.307;0;63.748;100;0;0;0;1;0;13;0;0;13.7436;6;18;0
7;8;47.835;106.761;106.761;0;58.921;100;0;0;0;1;0;13;0;0;13.7436;6;18;1
7;8;64.327;704.73;704.73;0;640.396;100;0;0;0;1;0;138;0;0;13.831;2;21;2
7;8;86.789;123.261;123.261;0;36.468;100;0;0;0;1;0;7;0;0;15.9048;11;20;3
7;7;7.507;0;0;0;7.507;100;0;0;0;1;0;0;0;0;0;0;0;4
7;8;42.585;53.971;53.971;0;11.382;100;0;0;0;1;0;2;0;0;16;16;16;5
7;7;7.282;0;0;0;7.282;100;0;0;0;1;0;0;0;0;0;0;0;6
7;8;44.849;60.321;60.321;0;15.468;100;0;0;0;1;0;3;0;0;8;7;10;7
7;8;40.633;67.649;67.649;0;27.013;100;0;0;0;1;0;5;0;0;13.8;7;19;8
7;7;7.407;0;0;0;7.407;100;0;0;0;1;0;0;0;0;0;0;0;9
7;7.7;39.6769;122.8;122.8;0;87.5592;100;13;7;87.5592;0;0;0;25;10;0;181;0;0;13.5747;2;21
