
9;10;2345.61;142346;141228;1117.35;46794.5;1000;1;0;6000;0;5973;0
9;10;2331.71;142512;141400;1112;46869.6;1000;1;0;6000;0;5973;1
9;10;3245.75;139136;138052;1083.71;95127.8;1000;1;0;6000;0;4789;2
9;10;2007.72;136278;135212;1066.58;70618.8;1000;1;0;6000;0;4829;3
9;10;3138.62;137267;136182;1085.11;79215.5;1000;1;0;6000;0;4625;4
9;10;2038.33;140594;139502;1091.76;81081.1;1000;1;0;6000;0;4156;5
10;10;4486.17;146344;145213;1130.84;4486.17;1000;1;0;6000;0;5965;6
9;10;2165.09;135371;134282;1089.3;95762.4;1000;1;0;6000;0;4707;7
9;10;4783.38;139592;138500;1091.7;90929;1000;1;0;6000;0;4774;8
10;10;2586.65;144999;143874;1124.47;2586.65;1000;1;0;6000;0;5962;9
9.2;10;2912.9;140444;139344;1099.28;61347.1;1000;0;9;75799.8;10;0;60000;0;51753
